id,text,label,tokenized_text
7326,teeth country,hateful,"['teeth', 'country']"
7328,city yesterday belive happend peice dirt corner globe horrible,hateful,"['city', 'yesterday', 'belive', 'happend', 'peice', 'dirt', 'corner', 'globe', 'horrible']"
7330,islam false religion false religion crude appeal crude people arab,hateful,"['islam', 'false', 'religion', 'false', 'religion', 'crude', 'appeal', 'crude', 'people', 'arab']"
7331,follower spread join white unity organization support democracy voting,hateful,"['follower', 'spread', 'join', 'white', 'unity', 'organization', 'support', 'democracy', 'voting']"
7332,great christian nation islamic foundation sicken,hateful,"['great', 'christian', 'nation', 'islamic', 'foundation', 'sicken']"
7346,god people respect,hateful,"['god', 'people', 'respect']"
7352,hear term yahoo color rainbow start war middle east israel benefit,hateful,"['hear', 'term', 'yahoo', 'color', 'rainbow', 'start', 'war', 'middle', 'east', 'israel', 'benefit']"
7353,pakis asian jungle bunny start weird,hateful,"['pakis', 'asian', 'jungle', 'bunny', 'start', 'weird']"
7364,shade brown,hateful,"['shade', 'brown']"
7391,protest catholic guilt monger intellectual deprivation worthy mention protest institutionalize indoctrinate white guilt jewlords apelantic,hateful,"['protest', 'catholic', 'guilt', 'monger', 'intellectual', 'deprivation', 'worthy', 'mention', 'protest', 'indoctrinate', 'white', 'guilt', 'jewlords', 'apelantic']"
7392,place pole,hateful,"['place', 'pole']"
7393,place pakis pakistan place negro,hateful,"['place', 'pakis', 'pakistan', 'place', 'negro']"
7402,people scum,hateful,"['people', 'scum']"
7406,shirt time asatru versand kein islam europa christentum ist schlimm genug shirt kein islam europa christentum ist schlimm genug shir themd kein islam,hateful,"['shirt', 'time', 'asatru', 'versand', 'kein', 'islam', 'europa', 'christentum', 'ist', 'schlimm', 'genug', 'shirt', 'kein', 'islam', 'europa', 'christentum', 'ist', 'schlimm', 'genug', 'shir', 'themd', 'kein', 'islam']"
7409,nightmare day wake black muslim country,hateful,"['nightmare', 'day', 'wake', 'black', 'muslim', 'country']"
7417,foreigner country fear future english people,hateful,"['foreigner', 'country', 'fear', 'future', 'english', 'people']"
7418,security guard white bless doubt negro security guard abuse power,hateful,"['security', 'guard', 'white', 'bless', 'doubt', 'negro', 'security', 'guard', 'abuse', 'power']"
7420,black security guard racist evil dirty white customer customer,hateful,"['black', 'security', 'guard', 'racist', 'evil', 'dirty', 'white', 'customer', 'customer']"
7431,bad thing single beautiful city country,hateful,"['bad', 'thing', 'single', 'beautiful', 'city', 'country']"
7450,black south country black charge,hateful,"['black', 'south', 'country', 'black', 'charge']"
7451,police clash poor protester news reuters hand country mud expect,hateful,"['police', 'clash', 'poor', 'protester', 'news', 'reuters', 'hand', 'country', 'mud', 'expect']"
7479,virile happen,hateful,"['virile', 'happen']"
7487,threw mid black,hateful,"['threw', 'mid', 'black']"
7522,day job holiday left barely straight person summer,hateful,"['day', 'job', 'holiday', 'left', 'barely', 'straight', 'person', 'summer']"
7540,birmingham nicer suburban area darker darker,hateful,"['birmingham', 'nicer', 'suburban', 'area', 'darker', 'darker']"
7553,prevent black white rape succeed goal remove white country,hateful,"['prevent', 'black', 'white', 'rape', 'succeed', 'goal', 'remove', 'white', 'country']"
7562,discriminate muslim jew middle east turn sand pit radioactive glass,hateful,"['discriminate', 'muslim', 'jew', 'middle', 'east', 'turn', 'sand', 'pit', 'radioactive', 'glass']"
7586,jewish supremicism noose madex,hateful,"['jewish', 'supremicism', 'noose', 'madex']"
7589,wtf laugh groid jew monkey lose eat watermelon shoot dice,hateful,"['wtf', 'laugh', 'groid', 'jew', 'monkey', 'lose', 'eat', 'watermelon', 'shoot', 'dice']"
7608,thing seemingly grasp jew messiah kingdom earthly,hateful,"['thing', 'seemingly', 'grasp', 'jew', 'messiah', 'kingdom', 'earthly']"
7616,race traitor,hateful,"['race', 'traitor']"
7617,wife kid absolutely place white nation disgust year evolution selfish,hateful,"['wife', 'kid', 'absolutely', 'place', 'white', 'nation', 'disgust', 'year', 'evolution', 'selfish']"
7639,jewish supremacist white,hateful,"['jewish', 'supremacist', 'white']"
7644,damn affirmative action white house beer hall safe place left god save iceland,hateful,"['damn', 'affirmative', 'action', 'white', 'house', 'beer', 'hall', 'safe', 'place', 'left', 'god', 'save', 'iceland']"
7645,post disgust lie day address correct point hope jew,hateful,"['post', 'disgust', 'lie', 'day', 'address', 'correct', 'point', 'hope', 'jew']"
7648,jew idiot spew propaganda,hateful,"['jew', 'idiot', 'spew', 'propaganda']"
7654,difficult living historian doe bow reverence holahoax religion,hateful,"['difficult', 'living', 'historian', 'doe', 'bow', 'reverence', 'holahoax', 'religion']"
7659,wasp england liberal taste diversity life,hateful,"['wasp', 'england', 'liberal', 'taste', 'diversity', 'life']"
7684,chicago prove send pole,hateful,"['chicago', 'prove', 'send', 'pole']"
7686,maximum resistance zog,hateful,"['maximum', 'resistance', 'zog']"
7706,dumb negro fact jew evil suspect whitey jew primitive mind,hateful,"['dumb', 'negro', 'fact', 'jew', 'evil', 'suspect', 'whitey', 'jew', 'primitive', 'mind']"
7737,false jew jew varied opinion belief,hateful,"['false', 'jew', 'jew', 'varied', 'opinion', 'belief']"
7763,iggers space space ship start blowing,hateful,"['iggers', 'space', 'space', 'ship', 'start', 'blowing']"
7765,thought space laughable,hateful,"['thought', 'space', 'laughable']"
7773,sicken trend country negro sicken medium brainwashing,hateful,"['sicken', 'trend', 'country', 'negro', 'sicken', 'medium', 'brainwashing']"
7775,fact good white guilt message jew laugh loudly,hateful,"['fact', 'good', 'white', 'guilt', 'message', 'jew', 'laugh', 'loudly']"
7785,white leave black country naturally black white country today knee white civilize,hateful,"['white', 'leave', 'black', 'country', 'naturally', 'black', 'white', 'country', 'today', 'knee', 'white', 'civilize']"
7786,jew red army opportunity rape murder white guise war,hateful,"['jew', 'red', 'army', 'opportunity', 'rape', 'murder', 'white', 'guise', 'war']"
7789,notice nig commentary white boy term yard ape fail chance,hateful,"['notice', 'nig', 'commentary', 'white', 'boy', 'term', 'yard', 'ape', 'fail', 'chance']"
7806,boy plastic whisk sword girl lego creation consist dollhouse white doll dark adjoin farm pen,hateful,"['boy', 'plastic', 'whisk', 'sword', 'girl', 'lego', 'creation', 'consist', 'dollhouse', 'white', 'doll', 'dark', 'adjoin', 'farm', 'pen']"
7812,violent animal intimidation soft jaw,hateful,"['violent', 'animal', 'intimidation', 'soft', 'jaw']"
7813,school breeding ground slave zionist determine create,hateful,"['school', 'breeding', 'ground', 'slave', 'zionist', 'determine', 'create']"
7841,jew scandinavia dumb education,hateful,"['jew', 'scandinavia', 'dumb', 'education']"
7842,slowly remove discipline school bad bad,hateful,"['slowly', 'remove', 'discipline', 'school', 'bad', 'bad']"
7859,hispanic negro population increase test score average decrease,hateful,"['hispanic', 'negro', 'population', 'increase', 'test', 'score', 'average', 'decrease']"
7875,great public school gang member kick long homework,hateful,"['great', 'public', 'school', 'gang', 'member', 'kick', 'long', 'homework']"
7880,confuse white hide tail horn hoof,hateful,"['confuse', 'white', 'hide', 'tail', 'horn', 'hoof']"
7888,kosher slaughter bless rabbi sun,hateful,"['kosher', 'slaughter', 'bless', 'rabbi', 'sun']"
7889,god divine intervention aid jewish money swindle goy,hateful,"['god', 'divine', 'intervention', 'aid', 'jewish', 'money', 'swindle', 'goy']"
7898,watch north black sport player slang,hateful,"['watch', 'north', 'black', 'sport', 'player', 'slang']"
7899,marry asian cirurgy,hateful,"['marry', 'asian', 'cirurgy']"
7929,start gang kill rob liberal diversity,hateful,"['start', 'gang', 'kill', 'rob', 'liberal', 'diversity']"
7933,white female race black disgust,hateful,"['white', 'female', 'race', 'black', 'disgust']"
7945,alternative adopt mud baby srrogate mother invitro fertilization financialy possile wait till,hateful,"['alternative', 'adopt', 'mud', 'baby', 'srrogate', 'mother', 'invitro', 'fertilization', 'financialy', 'possile', 'wait', 'till']"
7947,history teacher zionist butt head,hateful,"['history', 'teacher', 'zionist', 'butt', 'head']"
7948,simple create white guilt,hateful,"['simple', 'create', 'white', 'guilt']"
7952,express sick tire racial half breed kid school boasting unique heritage,hateful,"['express', 'sick', 'tire', 'racial', 'half', 'breed', 'kid', 'school', 'boasting', 'unique', 'heritage']"
7953,school half white half black half white half asian,hateful,"['school', 'half', 'white', 'half', 'black', 'half', 'white', 'half', 'asian']"
7955,fag big problem recruiting kid school pay,hateful,"['fag', 'big', 'problem', 'recruiting', 'kid', 'school', 'pay']"
7978,nonwhites continue breed nonwhite society continue inflict harsh uncivilized nonwhite culture,hateful,"['nonwhites', 'continue', 'breed', 'nonwhite', 'society', 'continue', 'inflict', 'harsh', 'uncivilized', 'nonwhite', 'culture']"
7980,nonwhite society fail area force white civilization accept backward nonwhite culture,hateful,"['nonwhite', 'society', 'fail', 'area', 'force', 'white', 'civilization', 'accept', 'backward', 'nonwhite', 'culture']"
7985,untainted,hateful,['untainted']
8000,great white thing,hateful,"['great', 'white', 'thing']"
8002,bad jew puppet,hateful,"['bad', 'jew', 'puppet']"
8008,link urge brother sister south message message site month malaysian venezuelan white house broadcast agenda,hateful,"['link', 'urge', 'brother', 'sister', 'south', 'message', 'message', 'site', 'month', 'malaysian', 'venezuelan', 'white', 'house', 'broadcast', 'agenda']"
8015,arrest throw jail rap infect aid,hateful,"['arrest', 'throw', 'jail', 'rap', 'infect', 'aid']"
8025,zog rid white dominate area,hateful,"['zog', 'rid', 'white', 'dominate', 'area']"
8036,case typical feral human perfect people totally control remain,hateful,"['case', 'typical', 'feral', 'human', 'perfect', 'people', 'totally', 'control', 'remain']"
8047,negro dumb,hateful,"['negro', 'dumb']"
8061,negro grow boston orlando reverts innate negro moment hit native soil,hateful,"['negro', 'grow', 'boston', 'orlando', 'reverts', 'innate', 'negro', 'moment', 'hit', 'native', 'soil']"
8088,lack compassion hand hand lack white blood,hateful,"['lack', 'compassion', 'hand', 'hand', 'lack', 'white', 'blood']"
8092,big problem york black street york nigeria,hateful,"['big', 'problem', 'york', 'black', 'street', 'york', 'nigeria']"
8095,spent time effort worry black asian hispanic carry ball,hateful,"['spent', 'time', 'effort', 'worry', 'black', 'asian', 'hispanic', 'carry', 'ball']"
8100,future long sit wait overrun subhumans,hateful,"['future', 'long', 'sit', 'wait', 'overrun', 'subhumans']"
8109,start mess daughter,hateful,"['start', 'mess', 'daughter']"
8110,god sicken young life feral negro,hateful,"['god', 'sicken', 'young', 'life', 'feral', 'negro']"
8111,god bless black,hateful,"['god', 'bless', 'black']"
8112,angela murder drifter negro,hateful,"['angela', 'murder', 'drifter', 'negro']"
8123,civilize video suppose spree,hateful,"['civilize', 'video', 'suppose', 'spree']"
8155,reply site nnp english hope kick white butt territory long brother,hateful,"['reply', 'site', 'nnp', 'english', 'hope', 'kick', 'white', 'butt', 'territory', 'long', 'brother']"
8181,hope day withouth ing monkey soumalian glad low immigrate europe kick ing soumalians,hateful,"['hope', 'day', 'withouth', 'ing', 'monkey', 'soumalian', 'glad', 'low', 'immigrate', 'europe', 'kick', 'ing', 'soumalians']"
8182,rant mouth mudslums,hateful,"['rant', 'mouth', 'mudslums']"
8209,late statistic ethnic group white asian black mixed unspecified census percent pole add mud race equivalent,hateful,"['late', 'statistic', 'ethnic', 'group', 'white', 'asian', 'black', 'mixed', 'unspecified', 'census', 'percent', 'pole', 'add', 'mud', 'race', 'equivalent']"
8210,complain mud race,hateful,"['complain', 'mud', 'race']"
8219,manic street preacher red scum basically band play left wing pro faggot drug lowlife,hateful,"['manic', 'street', 'preacher', 'red', 'scum', 'basically', 'band', 'play', 'left', 'wing', 'pro', 'faggot', 'drug', 'lowlife']"
8226,coon opinion count generation london jamican mother filthy immigrant wait till banana boat birth litter,hateful,"['coon', 'opinion', 'count', 'generation', 'london', 'jamican', 'mother', 'filthy', 'immigrant', 'wait', 'till', 'banana', 'boat', 'birth', 'litter']"
8239,white robably cheat,hateful,"['white', 'robably', 'cheat']"
8242,stormfront solely responsible racist attack lol ted work kike happy,hateful,"['stormfront', 'solely', 'responsible', 'racist', 'attack', 'lol', 'ted', 'work', 'kike', 'happy']"
8246,honestly minority friend hesitate deal harsh reality deport,hateful,"['honestly', 'minority', 'friend', 'hesitate', 'deal', 'harsh', 'reality', 'deport']"
8251,white school complete race traitor,hateful,"['white', 'school', 'complete', 'race', 'traitor']"
8257,left pakis object asian fit,hateful,"['left', 'pakis', 'object', 'asian', 'fit']"
8258,pakis force culture,hateful,"['pakis', 'force', 'culture']"
8260,living burnaby chinaman happen great colony built empire,hateful,"['living', 'burnaby', 'chinaman', 'happen', 'great', 'colony', 'built', 'empire']"
8267,anti liberal prime minister openly support israel sends card holiday laugh stock aryan race mention openly support sand people,hateful,"['anti', 'liberal', 'prime', 'minister', 'openly', 'support', 'israel', 'sends', 'card', 'holiday', 'laugh', 'stock', 'aryan', 'race', 'mention', 'openly', 'support', 'sand', 'people']"
8273,team white nation black player rank depress site represent nation bad,hateful,"['team', 'white', 'nation', 'black', 'player', 'rank', 'depress', 'site', 'represent', 'nation', 'bad']"
8276,groid rooney rooney half human,hateful,"['groid', 'rooney', 'rooney', 'half', 'human']"
8289,sort understand plenty white sell river speak jew background complicate truth somalian scumalians,hateful,"['sort', 'understand', 'plenty', 'white', 'sell', 'river', 'speak', 'jew', 'background', 'complicate', 'truth', 'somalian', 'scumalians']"
8298,bet white girl wiggers crazy young coon whichever school wigggers outnumber metalhead normal white,hateful,"['bet', 'white', 'girl', 'wiggers', 'crazy', 'young', 'coon', 'whichever', 'school', 'wigggers', 'outnumber', 'metalhead', 'normal', 'white']"
8308,yeah london remain white zombie town crumble building dealer junky,hateful,"['yeah', 'london', 'remain', 'white', 'zombie', 'town', 'crumble', 'building', 'dealer', 'junky']"
8309,traitor encircle westminster palace,hateful,"['traitor', 'encircle', 'westminster', 'palace']"
8312,stuff drink drown sorrow living primitive asian,hateful,"['stuff', 'drink', 'drown', 'sorrow', 'living', 'primitive', 'asian']"
8352,job,hateful,['job']
8359,town kid leave bicycle yard fear,hateful,"['town', 'kid', 'leave', 'bicycle', 'yard', 'fear']"
8367,drive risk accident drunk walk murder kaffir,hateful,"['drive', 'risk', 'accident', 'drunk', 'walk', 'murder', 'kaffir']"
8425,meant word thought talk jew expect nice life,hateful,"['meant', 'word', 'thought', 'talk', 'jew', 'expect', 'nice', 'life']"
8473,white town save magic negro afreakkaland,hateful,"['white', 'town', 'save', 'magic', 'negro', 'afreakkaland']"
8493,regurgitation good info ingestion jewish disinformation,hateful,"['regurgitation', 'good', 'info', 'ingestion', 'jewish', 'disinformation']"
8494,yeah news segment mixed race couple lose mudslide,hateful,"['yeah', 'news', 'segment', 'mixed', 'race', 'couple', 'lose', 'mudslide']"
8496,god punish interracial marriage,hateful,"['god', 'punish', 'interracial', 'marriage']"
8503,thought fun minstrel entertainment thing black jew fag involvment tape enjoy,hateful,"['thought', 'fun', 'minstrel', 'entertainment', 'thing', 'black', 'jew', 'fag', 'involvment', 'tape', 'enjoy']"
8508,lose london ton concession white,hateful,"['lose', 'london', 'ton', 'concession', 'white']"
8518,black convince black slave force fed animal lard huge tube hand foot cut work cotton field,hateful,"['black', 'convince', 'black', 'slave', 'force', 'fed', 'animal', 'lard', 'huge', 'tube', 'hand', 'foot', 'cut', 'work', 'cotton', 'field']"
8519,black people join result diversity glass milk drop ink sugar spice ice drink milk completely dark ink useless junk,hateful,"['black', 'people', 'join', 'result', 'diversity', 'glass', 'milk', 'drop', 'ink', 'sugar', 'spice', 'ice', 'drink', 'milk', 'completely', 'dark', 'ink', 'useless', 'junk']"
8520,preach diversity professor job government job white liberal neighborhood gate community white black flavor joy diversity white daughter bedroom,hateful,"['preach', 'diversity', 'professor', 'job', 'government', 'job', 'white', 'liberal', 'neighborhood', 'gate', 'community', 'white', 'black', 'flavor', 'joy', 'diversity', 'white', 'daughter', 'bedroom']"
8524,good luck bugchasing homo,hateful,"['good', 'luck', 'bugchasing', 'homo']"
8527,wheel hit road matter swing yellow black swing overpass,hateful,"['wheel', 'hit', 'road', 'matter', 'swing', 'yellow', 'black', 'swing', 'overpass']"
8530,traditionally lot fact asian extreme version breeding strategy,hateful,"['traditionally', 'lot', 'fact', 'asian', 'extreme', 'version', 'breeding', 'strategy']"
8536,negroid bake sale properly work force,hateful,"['negroid', 'bake', 'sale', 'properly', 'work', 'force']"
8537,black people dollar family motherland stay blame white poverty crime,hateful,"['black', 'people', 'dollar', 'family', 'motherland', 'stay', 'blame', 'white', 'poverty', 'crime']"
8538,liberal rant tribalism behave tribal manner,hateful,"['liberal', 'rant', 'tribalism', 'behave', 'tribal', 'manner']"
8539,identity liberal tribe seek morally support member tribe,hateful,"['identity', 'liberal', 'tribe', 'seek', 'morally', 'support', 'member', 'tribe']"
8566,dat rainbow nation folk rainbow colour trash street,hateful,"['dat', 'rainbow', 'nation', 'folk', 'rainbow', 'colour', 'trash', 'street']"
8569,day hope generation spar travesty brought public school private jew easily fake christian,hateful,"['day', 'hope', 'generation', 'spar', 'travesty', 'brought', 'public', 'school', 'private', 'jew', 'easily', 'fake', 'christian']"
8575,gay negro force work job high school sunny florida,hateful,"['gay', 'negro', 'force', 'work', 'job', 'high', 'school', 'sunny', 'florida']"
8577,suggestion place post white read site proceed,hateful,"['suggestion', 'place', 'post', 'white', 'read', 'site', 'proceed']"
8598,day ago tapped half asian half white mongrel big,hateful,"['day', 'ago', 'tapped', 'half', 'asian', 'half', 'white', 'mongrel', 'big']"
8605,hey experience lawsuit negro hispanic jew claim racist simply negro school deny white child,hateful,"['hey', 'experience', 'lawsuit', 'negro', 'hispanic', 'jew', 'claim', 'racist', 'simply', 'negro', 'school', 'deny', 'white', 'child']"
8619,overly polite white guy offering word joseph smith nignog car jacking,hateful,"['overly', 'polite', 'white', 'guy', 'offering', 'word', 'joseph', 'smith', 'nignog', 'car', 'jacking']"
8626,refuse swerve truck scatter troop baboon charge lion,hateful,"['refuse', 'swerve', 'truck', 'scatter', 'troop', 'baboon', 'charge', 'lion']"
8643,subhuman ape thing,hateful,"['subhuman', 'ape', 'thing']"
8644,time pavement ape hit tummy,hateful,"['time', 'pavement', 'ape', 'hit', 'tummy']"
8645,niglet mom told daughter hit,hateful,"['niglet', 'mom', 'told', 'daughter', 'hit']"
8646,daughter touch apeling hit,hateful,"['daughter', 'touch', 'apeling', 'hit']"
8647,annoy live time subhuman monkey coon hit aryan white blond blue eyed child,hateful,"['annoy', 'live', 'time', 'subhuman', 'monkey', 'coon', 'hit', 'aryan', 'white', 'blond', 'blue', 'eyed', 'child']"
8648,daughter play thing,hateful,"['daughter', 'play', 'thing']"
8673,education mess reason mess jew white liberal woman ruin,hateful,"['education', 'mess', 'reason', 'mess', 'jew', 'white', 'liberal', 'woman', 'ruin']"
8680,glad people open kid trick treat usual dieversity infest area,hateful,"['glad', 'people', 'open', 'kid', 'trick', 'treat', 'usual', 'dieversity', 'infest', 'area']"
8700,bet liberal parent,hateful,"['bet', 'liberal', 'parent']"
8712,homeschooled tire looney lefty teacher negro,hateful,"['homeschooled', 'tire', 'looney', 'lefty', 'teacher', 'negro']"
8735,yeah day nigs wetback,hateful,"['yeah', 'day', 'nigs', 'wetback']"
8774,understand spaniard beaner educate beaner,hateful,"['understand', 'spaniard', 'beaner', 'educate', 'beaner']"
8777,contribute kneegrow spic wellbeing,hateful,"['contribute', 'kneegrow', 'spic', 'wellbeing']"
8815,sit argue pathetic shame,hateful,"['sit', 'argue', 'pathetic', 'shame']"
8820,hard alienate light hearted attitude action disgust,hateful,"['hard', 'alienate', 'light', 'hearted', 'attitude', 'action', 'disgust']"
8828,black kid school spic senior year stand lot board feel support,hateful,"['black', 'kid', 'school', 'spic', 'senior', 'year', 'stand', 'lot', 'board', 'feel', 'support']"
8837,funny black woman disgust disgust white woman successful good white girl,hateful,"['funny', 'black', 'woman', 'disgust', 'disgust', 'white', 'woman', 'successful', 'good', 'white', 'girl']"
8839,stuff nowadays punch white people fall,hateful,"['stuff', 'nowadays', 'punch', 'white', 'people', 'fall']"
8865,white smarter asian bodybuilding contest white black,hateful,"['white', 'smarter', 'asian', 'bodybuilding', 'contest', 'white', 'black']"
8870,guy situation realise lucky high school white remote countryside community black area kid,hateful,"['guy', 'situation', 'realise', 'lucky', 'high', 'school', 'white', 'remote', 'countryside', 'community', 'black', 'area', 'kid']"
8873,hiv job fag search cure change mutate percent faggot ape aid continue grow,hateful,"['hiv', 'job', 'fag', 'search', 'cure', 'change', 'mutate', 'percent', 'faggot', 'ape', 'aid', 'continue', 'grow']"
8874,bad thing sick animal infect white,hateful,"['bad', 'thing', 'sick', 'animal', 'infect', 'white']"
8877,wow time leave sister live highly white populate area,hateful,"['wow', 'time', 'leave', 'sister', 'live', 'highly', 'white', 'populate', 'area']"
8880,good add hint truth essay high school teacher liberal anti racist barely accept truth,hateful,"['good', 'add', 'hint', 'truth', 'essay', 'high', 'school', 'teacher', 'liberal', 'anti', 'racist', 'barely', 'accept', 'truth']"
8891,fox news report night beast caught eat young man police bus apprehend,hateful,"['fox', 'news', 'report', 'night', 'beast', 'caught', 'eat', 'young', 'man', 'police', 'bus', 'apprehend']"
8896,turn cold useless dump ground jew arm,hateful,"['turn', 'cold', 'useless', 'dump', 'ground', 'jew', 'arm']"
8901,watch fight gay parade budapest friend hungary vacation croatian island great watch hungarian nationalist smash gay parade btw hungarian blood grandmother hungarian kitartas,hateful,"['watch', 'fight', 'gay', 'parade', 'budapest', 'friend', 'hungary', 'vacation', 'croatian', 'island', 'great', 'watch', 'hungarian', 'nationalist', 'smash', 'gay', 'parade', 'btw', 'hungarian', 'blood', 'grandmother', 'hungarian', 'kitartas']"
8909,white man future country flood white immigrant,hateful,"['white', 'man', 'future', 'country', 'flood', 'white', 'immigrant']"
8914,usual magic negro open mouth lie pour,hateful,"['usual', 'magic', 'negro', 'open', 'mouth', 'lie', 'pour']"
8915,lie money richest negro,hateful,"['lie', 'money', 'richest', 'negro']"
8916,great image jew poisonous mushroom,hateful,"['great', 'image', 'jew', 'poisonous', 'mushroom']"
8917,liberal ape crazy,hateful,"['liberal', 'ape', 'crazy']"
8919,white male distract glorification groid bird stone,hateful,"['white', 'male', 'distract', 'glorification', 'groid', 'bird', 'stone']"
8946,report time ago negro strip brick work,hateful,"['report', 'time', 'ago', 'negro', 'strip', 'brick', 'work']"
8952,word wisdom man man anus vagina,hateful,"['word', 'wisdom', 'man', 'man', 'anus', 'vagina']"
8953,longer wait care,hateful,"['longer', 'wait', 'care']"
8954,white child adult fed worry helpless people eat cow crap order survive,hateful,"['white', 'child', 'adult', 'fed', 'worry', 'helpless', 'people', 'eat', 'cow', 'crap', 'order', 'survive']"
8955,leave demise,hateful,"['leave', 'demise']"
8956,simply year evolve creature evolutionary scale hope progress,hateful,"['simply', 'year', 'evolve', 'creature', 'evolutionary', 'scale', 'hope', 'progress']"
8959,fact scum send kin country job white inhabitant kill people mongrelize race alright,hateful,"['fact', 'scum', 'send', 'kin', 'country', 'job', 'white', 'inhabitant', 'kill', 'people', 'mongrelize', 'race', 'alright']"
8978,ape jungle jungle ape,hateful,"['ape', 'jungle', 'jungle', 'ape']"
8984,jew work cunning admirable work disgust evil,hateful,"['jew', 'work', 'cunning', 'admirable', 'work', 'disgust', 'evil']"
8985,government congo war gorilla gorilla threaten superiority,hateful,"['government', 'congo', 'war', 'gorilla', 'gorilla', 'threaten', 'superiority']"
8986,black people perfect slave responsibility master life slave,hateful,"['black', 'people', 'perfect', 'slave', 'responsibility', 'master', 'life', 'slave']"
8990,ape chop penis cure aid,hateful,"['ape', 'chop', 'penis', 'cure', 'aid']"
8991,ape penis,hateful,"['ape', 'penis']"
8994,demonstrate lack oxygen head member,hateful,"['demonstrate', 'lack', 'oxygen', 'head', 'member']"
8999,arkansas smell place restaurant restore order,hateful,"['arkansas', 'smell', 'place', 'restaurant', 'restore', 'order']"
9000,entire class marxist judeo bolshevik divide society word divide impera,hateful,"['entire', 'class', 'marxist', 'judeo', 'bolshevik', 'divide', 'society', 'word', 'divide', 'impera']"
9004,major chimp hip hop award,hateful,"['major', 'chimp', 'hip', 'hop', 'award']"
9005,black control,hateful,"['black', 'control']"
9026,outfit dress simian regal,hateful,"['outfit', 'dress', 'simian', 'regal']"
9035,white child murder human angry,hateful,"['white', 'child', 'murder', 'human', 'angry']"
9045,notice primate black kid arm white girl,hateful,"['notice', 'primate', 'black', 'kid', 'arm', 'white', 'girl']"
9054,israely zionist prepeared georgian attack,hateful,"['israely', 'zionist', 'prepeared', 'georgian', 'attack']"
9071,poor kike escape antisemetism country punishable death talk palestinian,hateful,"['poor', 'kike', 'escape', 'antisemetism', 'country', 'punishable', 'death', 'talk', 'palestinian']"
9074,age negro real life holland horrify white,hateful,"['age', 'negro', 'real', 'life', 'holland', 'horrify', 'white']"
9076,shock black holland,hateful,"['shock', 'black', 'holland']"
9123,people soil,hateful,"['people', 'soil']"
9139,thing notice shop tailor dummy black couple mud restaurant germ black fashionable root,hateful,"['thing', 'notice', 'shop', 'tailor', 'dummy', 'black', 'couple', 'mud', 'restaurant', 'germ', 'black', 'fashionable', 'root']"
9142,entire brain wash judeo film today jew corner house,hateful,"['entire', 'brain', 'wash', 'judeo', 'film', 'today', 'jew', 'corner', 'house']"
9162,piece scum country long passport,hateful,"['piece', 'scum', 'country', 'long', 'passport']"
9168,expect poor underprivilidged black cold weather,hateful,"['expect', 'poor', 'black', 'cold', 'weather']"
9173,problem start start accommonadate people place inch mile,hateful,"['problem', 'start', 'start', 'accommonadate', 'people', 'place', 'inch', 'mile']"
9182,knacker pykies respect race loyalty dog,hateful,"['knacker', 'pykies', 'respect', 'race', 'loyalty', 'dog']"
9189,article mail today bet stay money people soak people madness faem,hateful,"['article', 'mail', 'today', 'bet', 'stay', 'money', 'people', 'soak', 'people', 'madness', 'faem']"
9198,week ago start picture load mobile number red naive,hateful,"['week', 'ago', 'start', 'picture', 'load', 'mobile', 'number', 'red', 'naive']"
9199,atleast guy year bear half caste child filipina woman,hateful,"['atleast', 'guy', 'year', 'bear', 'half', 'caste', 'child', 'filipina', 'woman']"
9216,proof ownership house enter tourist visa,hateful,"['proof', 'ownership', 'house', 'enter', 'tourist', 'visa']"
9221,forgot add spread disease poor hygiene pest infestation rampant drug sexual assault white woman child,hateful,"['forgot', 'add', 'spread', 'disease', 'poor', 'hygiene', 'pest', 'infestation', 'rampant', 'drug', 'sexual', 'assault', 'white', 'woman', 'child']"
9236,problem western elite feed useless savage malema,hateful,"['problem', 'western', 'elite', 'feed', 'useless', 'savage', 'malema']"
9237,worthless thing starve,hateful,"['worthless', 'thing', 'starve']"
9264,hiya sick watch country infect disease multiculturalism,hateful,"['hiya', 'sick', 'watch', 'country', 'infect', 'disease']"
9273,juden race mix,hateful,"['juden', 'race', 'mix']"
9278,surrey kingston thames kingston infest outer area bad london joke,hateful,"['surrey', 'kingston', 'thames', 'kingston', 'infest', 'outer', 'area', 'bad', 'london', 'joke']"
9290,verl rechts rocker lebt brgerlich verl neue westflische nachrichten ostwestfalen lippe bielefeld gtersloh herford paderborn hxter warburg news meldungen informationen neue westflische verl day yule zionist control press antifa scum lay siege marco sleipnir family,hateful,"['verl', 'rechts', 'rocker', 'lebt', 'brgerlich', 'verl', 'neue', 'westflische', 'nachrichten', 'ostwestfalen', 'lippe', 'bielefeld', 'gtersloh', 'herford', 'paderborn', 'hxter', 'warburg', 'news', 'meldungen', 'informationen', 'neue', 'westflische', 'verl', 'day', 'yule', 'zionist', 'control', 'press', 'antifa', 'scum', 'lay', 'siege', 'marco', 'sleipnir', 'family']"
9292,marco patriot musician sick mind zog commit heinious crime produce music local school,hateful,"['marco', 'patriot', 'musician', 'sick', 'mind', 'zog', 'commit', 'heinious', 'crime', 'produce', 'music', 'local', 'school']"
9314,libtards waste time,hateful,"['libtards', 'waste', 'time']"
